"time","MLoad.Sa","MLoad.Sb","MLoad.Sc","MLoad.Mpd","MLoad.Mpq","MLoad.Mnq","MLoad.Mnd","MLoad.Mhmd","MLoad.Mhmq","MGrid.Sa","MGrid.Sb","MGrid.Sc","MGrid.Mpd","MGrid.Mpq","MGrid.Mnd","MGrid.Mnq","MGrid.Mhmd","MGrid.Mhmq","fuen1.Sa","fuen1.Sb","fuen1.Sc","fuen1.Spd","fuen1.Spq","fuen1.Snd","fuen1.Snq","fuen1.Szmd","fuen1.Szmq","fuen2.Sa","fuen2.Sb","fuen2.Sc","fuen2.Spd","fuen2.Spq","fuen2.Snd","fuen2.Snq","fuen2.Szmd","fuen2.Szmq","fuen3.Sa","fuen3.Sb","fuen3.Sc","fuen3.Spd","fuen3.Spq","fuen3.Snd","fuen3.Snq","fuen3.Szmd","fuen3.Szmq","Va.v"
0,0,0,0,43.3169,-75.7956,-75.7956,-43.3169,-3.41771e-12,16.5439,25.2269,-12.6134,-12.6134,25.2269,3.83005e+06,-3.10441e-10,3.83005e+06,4.42194e-12,1.771e-06,0.561038,-0.280519,-0.280519,15,-25.2652,-14.439,-25.2652,-1.13924e-12,5.51462,-5.34896,2.67448,2.67448,9.09,-25.2652,-14.439,-25.2652,-1.13924e-12,5.51462,-20.439,10.2195,10.2195,-6,-25.2652,-14.439,-25.2652,-1.13924e-12,5.51462,169.706
0.00048,0.00333861,-0.000291897,-0.00219822,0.00329815,0.000268108,-0.000214103,-0.000181768,0.000278108,-5.14726e-05,-17.7914,6.07673,11.7147,-18.0867,-0.0815188,-0.0288627,-0.0762381,-7.34383e-13,-1.28976e-12,14.7551,-5.03939,-9.71544,15,8.93693e-05,-6.05892e-05,-7.13678e-05,9.27026e-05,-1.71575e-05,8.94161,-3.05376,-5.88756,9.09,8.93693e-05,-6.05892e-05,-7.13678e-05,9.27026e-05,-1.71575e-05,-5.902,2.01614,3.88615,-6,8.93693e-05,-6.05892e-05,-7.13678e-05,9.27026e-05,-1.71575e-05,166.935
0.00096,0.00317419,0.000302025,-0.00262773,0.00334784,0.000279495,-0.0001791,-0.000218207,0.000264241,-0.000100842,-16.915,2.91166,14.0034,-18.0867,-0.0403923,-0.02675,-0.0302651,-7.30959e-13,-1.27018e-12,14.0283,-2.41448,-11.6136,0,9.31649e-05,-7.27357e-05,-5.96999e-05,8.80803e-05,-3.36138e-05,8.50118,-1.46306,-7.03784,2.37152e-322,9.31649e-05,-7.27357e-05,-5.96999e-05,8.80803e-05,-3.36138e-05,-5.61132,0.966183,4.64542,2.37152e-322,9.31649e-05,-7.27357e-05,-5.96999e-05,8.80803e-05,-3.36138e-05,158.712
0.00144,0.00290611,0.00091379,-0.00297142,0.00339946,0.000282642,-0.000136701,-0.000247654,0.000242182,-0.000146077,-15.4863,-0.348479,15.8348,-18.0866,0.000970754,0.000858774,0.000452627,-7.20986e-13,-1.24429e-12,12.8435,0.289291,-13.1325,0,9.42141e-05,-8.25512e-05,-4.5567e-05,8.07272e-05,-4.86922e-05,7.78314,0.175422,-7.95828,9.62472e-316,9.42141e-05,-8.25512e-05,-4.5567e-05,8.07272e-05,-4.86922e-05,-5.13739,-0.115321,5.25299,9.87301e-316,9.42141e-05,-8.25512e-05,-4.5567e-05,8.07272e-05,-4.86922e-05,145.307
0.00192,0.00254313,0.00152342,-0.00321808,0.00345032,0.000275735,-8.99887e-05,-0.000269516,0.000212363,-0.000186792,-13.5519,-3.59722,17.1491,-18.0865,0.0215364,0.0213733,0.00264551,-7.01544e-13,-1.22111e-12,11.2392,2.98361,-14.2225,2.29004e-316,9.19116e-05,-8.98387e-05,-2.99962e-05,7.07875e-05,-6.22641e-05,6.81094,1.80818,-8.61883,1.97626e-323,9.19116e-05,-8.98387e-05,-2.99962e-05,7.07875e-05,-6.22641e-05,-4.49569,-1.19306,5.68903,1.97626e-323,9.19116e-05,-8.98387e-05,-2.99962e-05,7.07875e-05,-6.22641e-05,127.157
0.0024,0.0020971,0.00211101,-0.00335965,0.00349898,0.000259141,-3.96187e-05,-0.000283221,0.000176189,-0.000221242,-11.1749,-6.72847,17.9034,-18.0865,0.0166886,0.0162152,-0.00394683,-6.58821e-13,-1.19394e-12,9.26787,5.58051,-14.8481,0,8.63804e-05,-9.44071e-05,-1.32062e-05,5.87295e-05,-7.37474e-05,5.61632,3.38189,-8.99793,1.18576e-322,8.63804e-05,-9.44071e-05,-1.32062e-05,5.87295e-05,-7.37474e-05,-3.70718,-2.23183,5.93929,1.18576e-322,8.63804e-05,-9.44071e-05,-1.32062e-05,5.87295e-05,-7.37474e-05,104.854
0.00288,0.00158259,0.00265738,-0.00339151,0.00354563,0.000242041,1.00066e-05,-0.000279784,0.000130574,-0.000250874,-8.43305,-9.63998,18.073,-18.0865,0.0249665,0.0205962,-0.014111,-7.87415e-13,-1.27845e-12,6.99392,7.99517,-14.9888,4.00193e-322,8.06804e-05,-9.32615e-05,3.33552e-06,4.35247e-05,-8.36248e-05,4.23831,4.84518,-9.0832,16,8.06804e-05,-9.32615e-05,3.33552e-06,4.35247e-05,-8.36248e-05,-2.7976,-3.19771,5.9956,16,8.06804e-05,-9.32615e-05,3.33552e-06,4.35247e-05,-8.36248e-05,79.1275
0.00336,0.0010164,0.00314466,-0.00331262,0.00364524,0.000351761,-2.20588e-05,-0.000144848,-3.55487e-06,-0.00029753,-5.41579,-12.2366,17.6524,-18.0864,3.04939,1.74242,-2.50254,-4.91556e-12,-2.56172e-12,4.49158,10.1487,-14.64,1.9098e-313,0.000117254,-4.82826e-05,-7.35292e-06,-1.18496e-06,-9.91767e-05,2.72189,6.15023,-8.87183,4.74303e-322,0.000117254,-4.82826e-05,-7.35292e-06,-1.18496e-06,-9.91767e-05,-1.79667,-4.05918,5.85613,4.74303e-322,0.000117254,-4.82826e-05,-7.35292e-06,-1.18496e-06,-9.91767e-05,50.8167
0.00384,0.000417017,0.00355697,-0.00312556,0.00374496,0.000378607,-6.12176e-05,-8.82032e-05,-0.000117465,-0.000299507,-2.2217,-14.4337,16.6554,-18.0863,7.63743,1.86214,-7.40694,-8.16799e-12,-2.1661e-12,1.84258,11.9709,-13.8132,9.88131e-323,0.000126202,-2.94011e-05,-2.04059e-05,-3.91551e-05,-9.98358e-05,1.1166,7.25444,-8.37075,2.42092e-322,0.000126202,-2.94011e-05,-2.04059e-05,-3.91551e-05,-9.98358e-05,-0.737051,-4.78809,5.52543,7.95446e-322,0.000126202,-2.94011e-05,-2.04059e-05,-3.91551e-05,-9.98358e-05,20.8465
0.00432,-0.000195989,0.00388082,-0.00283641,0.00353651,1.75293e-06,0.000292363,-0.000331358,8.88681e-05,-0.000288423,1.04491,-16.1596,15.1147,-18.0865,-7.11403,0.820626,7.06654,4.76504e-12,-1.56576e-12,-0.866594,13.4022,-12.5353,1.18576e-322,5.8431e-07,-0.000110453,9.74545e-05,2.96227e-05,-9.61411e-05,-0.525155,8.12184,-7.5964,1.04592e-315,5.8431e-07,-0.000110453,9.74545e-05,2.96227e-05,-9.61411e-05,0.346641,-5.36055,5.01419,9.6026e-316,5.8431e-07,-0.000110453,9.74545e-05,2.96227e-05,-9.61411e-05,-9.80442
0.0048,-0.000802585,0.00410565,-0.00245466,0.00377415,0.000164835,6.94416e-05,-0.000147249,-0.000151527,-0.000254179,4.27737,-17.3575,13.0801,-18.0862,7.26063,-3.33684,-6.44843,-5.4116e-12,-1.02102e-13,-3.54745,14.3958,-10.848,6.89797e-307,5.49448e-05,-4.90829e-05,2.31472e-05,-5.05092e-05,-8.47262e-05,-2.14975,8.7239,-6.57387,0,5.49448e-05,-4.90829e-05,2.31472e-05,-5.05092e-05,-8.47262e-05,1.41902,-5.75808,4.33934,7.8116e-315,5.49448e-05,-4.90829e-05,2.31472e-05,-5.05092e-05,-8.47262e-05,-40.1352
0.00528,-0.00138298,0.00422412,-0.00199273,0.00361852,8.13869e-06,0.00028527,-0.000188257,-8.81209e-05,-0.000270359,7.37023,-17.9889,10.6186,-18.0864,-3.55741,2.64766,2.37594,1.11247e-12,-2.06359e-12,-6.1125,14.9193,-8.80657,4.45037e-307,2.7129e-06,-6.27524e-05,9.509e-05,-2.93736e-05,-9.01196e-05,-3.70416,9.04121,-5.33676,0,2.7129e-06,-6.27524e-05,9.509e-05,-2.93736e-05,-9.01196e-05,2.44504,-5.96745,3.52269,0,2.7129e-06,-6.27524e-05,9.509e-05,-2.93736e-05,-9.01196e-05,-69.1554
0.00576,-0.00191821,0.00423235,-0.00146574,0.00372977,-3.07905e-06,0.000198123,-0.000120226,-0.000191042,-0.000211919,10.2223,-18.0326,7.81026,-18.0863,3.83556,-3.57676,-1.38504,-2.52365e-12,-1.26291e-14,-8.4779,14.9556,-6.47746,4.10074e-322,-1.02635e-06,-4.00753e-05,6.60411e-05,-6.36805e-05,-7.06396e-05,-5.13758,9.06319,-3.92532,0,-1.02635e-06,-4.00753e-05,6.60411e-05,-6.36805e-05,-7.06396e-05,3.39125,-5.98202,2.59105,0,-1.02635e-06,-4.00753e-05,6.60411e-05,-6.36805e-05,-7.06396e-05,-95.9172
0.00624,-0.00239079,0.00413007,-0.000890883,0.00376194,-5.5308e-05,0.000178265,-9.0464e-05,-0.000245902,-0.000154382,12.7406,-17.4875,4.74689,-18.0862,6.88549,-6.88529,-0.0519149,-3.38432e-12,1.39384e-12,-10.5665,14.5036,-3.93685,2.14326e-312,-1.8436e-05,-3.01547e-05,5.94215e-05,-8.19674e-05,-5.14607e-05,-6.40324,8.78924,-2.38572,2.46155e-312,-1.8436e-05,-3.01547e-05,5.94215e-05,-8.19674e-05,-5.14607e-05,4.2267,-5.8012,1.57478,2.1772e-316,-1.8436e-05,-3.01547e-05,5.94215e-05,-8.19674e-05,-5.14607e-05,-119.547
0.00672,-0.00278531,0.00392063,-0.000286927,0.00352454,-0.000109217,0.000403279,9.25085e-06,-0.000189052,-0.000223394,14.843,-16.3716,1.52854,-18.0865,-9.01107,8.45117,-3.12685,1.9036e-12,-5.01549e-12,-12.31,13.578,-1.26769,1.061e-313,-3.64058e-05,3.08362e-06,0.000134426,-6.30172e-05,-7.44648e-05,-7.45986,8.22836,-0.768216,4.79244e-322,-3.64058e-05,3.08362e-06,0.000134426,-6.30172e-05,-7.44648e-05,4.92406,-5.43086,0.507079,2.18211e-316,-3.64058e-05,3.08362e-06,0.000134426,-6.30172e-05,-7.44648e-05,-139.272
0.0072,-0.00308887,0.00361087,0.000326388,0.0037261,-0.00017673,0.000196508,-3.04139e-05,-0.000289246,-4.71821e-05,16.4604,-14.7206,-1.73978,-18.0863,7.65696,-5.77527,5.02745,-2.37686e-12,2.39035e-12,-13.6515,12.2089,1.44289,3.95253e-322,-5.89099e-05,-1.0138e-05,6.55028e-05,-9.64152e-05,-1.57274e-05,-8.27276,7.39866,0.874386,4.94066e-324,-5.89099e-05,-1.0138e-05,6.55028e-05,-9.64152e-05,-1.57274e-05,5.46074,-4.88328,-0.57717,0,-5.89099e-05,-1.0138e-05,6.55028e-05,-9.64152e-05,-1.57274e-05,-154.45
0.00768,-0.00329156,0.00321089,0.000929056,0.00348237,-0.000144587,0.000374874,0.000145319,-0.000257728,-0.000134712,17.5407,-12.5894,-4.95133,-18.0865,-8.14532,3.85208,-7.17689,2.54305e-13,-5.1376e-12,-14.5473,10.4412,4.10636,2.42092e-322,-4.81957e-05,4.84396e-05,0.000124958,-8.59093e-05,-4.49041e-05,-8.81564,6.32748,2.48845,2.47033e-323,-4.81957e-05,4.84396e-05,0.000124958,-8.59093e-05,-4.49041e-05,5.81895,-4.17612,-1.64255,-2.40202,-4.81957e-05,4.84396e-05,0.000124958,-8.59093e-05,-4.49041e-05,-164.584
0.00816,-0.00338676,0.00273377,0.00150137,0.00362251,-0.000281109,0.00019883,6.02752e-05,-0.000285861,3.76211e-05,18.0478,-10.0467,-8.0011,-18.0864,5.46184,-0.711779,5.41526,-9.06248e-13,1.57101e-12,-14.9679,8.33249,6.63571,1.02864e-315,-9.3703e-05,2.00917e-05,6.62766e-05,-9.52871e-05,1.25404e-05,-9.07052,5.04958,4.02122,1.18576e-322,-9.3703e-05,2.00917e-05,6.62766e-05,-9.52871e-05,1.25404e-05,5.98727,-3.33266,-2.65433,6.92262e-310,-9.3703e-05,2.00917e-05,6.62766e-05,-9.52871e-05,1.25404e-05,-169.343
0.00864,-0.00337137,0.00219508,0.00202467,0.00352524,-0.000268433,0.000222785,0.00014818,-0.00027862,5.23163e-05,17.9657,-7.17605,-10.7897,-18.0865,1.33386,0.305677,1.29837,-6.34806e-13,-4.87316e-13,-14.8998,5.95172,8.94839,0,-8.94778e-05,4.93934e-05,7.42618e-05,-9.28732e-05,1.74388e-05,-9.02928,3.60685,5.42271,6.92262e-310,-8.94778e-05,4.93934e-05,7.42618e-05,-9.28732e-05,1.74388e-05,5.95999,-2.38032,-3.57939,0,-8.94778e-05,4.93934e-05,7.42618e-05,-9.28732e-05,1.74388e-05,-168.573
0.00912,-0.00324588,0.00161241,0.00248185,0.00343988,-0.000232192,0.000218956,0.000245825,-0.000275737,6.53426e-05,17.297,-4.07105,-13.226,-18.0866,-1.80489,-1.00886,-1.4966,-1.03471e-12,-2.27372e-12,-14.3452,3.37659,10.9689,5.77183e-312,-7.73973e-05,8.19418e-05,7.29853e-05,-9.19122e-05,2.17809e-05,-8.69317,2.04632,6.64713,1.02604e-315,-7.73973e-05,8.19418e-05,7.29853e-05,-9.19122e-05,2.17809e-05,5.73809,-1.35024,-4.38756,0,-7.73973e-05,8.19418e-05,7.29853e-05,-9.19122e-05,2.17809e-05,-162.297
0.0096,-0.00301439,0.0010048,0.00285798,0.003441,-0.000335448,0.00014971,0.000175363,-0.000228829,0.000173125,16.0633,-0.833074,-15.2303,-18.0866,2.51783,2.0554,1.45423,1.44698e-13,4.30369e-13,-13.322,0.691188,12.6311,5.77183e-312,-0.000111816,5.84543e-05,4.99032e-05,-7.62762e-05,5.77082e-05,-8.07315,0.418971,7.65446,1.02604e-315,-0.000111816,5.84543e-05,4.99032e-05,-7.62762e-05,5.77082e-05,5.32883,-0.27608,-5.05247,0,-0.000111816,5.84543e-05,4.99032e-05,-7.62762e-05,5.77082e-05,-150.722
0.01008,-0.00268447,0.000392073,0.00314079,0.0033255,-0.00013919,0.0001131,0.000405953,-0.000276237,0.000105103,14.3052,2.43212,-16.7373,-18.0867,-3.35064,-3.24327,-0.841424,-2.98714e-12,-4.17452e-12,-11.8639,-2.01678,13.8809,2.85383e-306,-4.63967e-05,0.000135318,3.77001e-05,-9.20791e-05,3.50344e-05,-7.18952,-1.22206,8.41186,6.9226e-310,-4.63967e-05,0.000135318,3.77001e-05,-9.20791e-05,3.50344e-05,4.74553,0.807102,-5.55235,0,-4.63967e-05,0.000135318,3.77001e-05,-9.20791e-05,3.50344e-05,-134.224
0.01056,-0.00226688,-0.000205746,0.00332101,0.00333382,-0.000433546,0.000103567,0.000116004,-9.76731e-05,0.000292319,12.0798,5.6179,-17.6977,-18.0867,2.31872,2.30519,-0.250098,2.79301e-12,1.90969e-12,-10.0183,-4.65887,14.6774,1.63042e-322,-0.000144515,3.86681e-05,3.45225e-05,-3.25577e-05,9.74396e-05,-6.07108,-2.82317,8.89454,1.02574e-315,-0.000144515,3.86681e-05,3.45225e-05,-3.25577e-05,9.74396e-05,4.00729,1.86394,-5.87095,0,-0.000144515,3.86681e-05,3.45225e-05,-3.25577e-05,9.74396e-05,-113.344
0.01104,-0.00177527,-0.000769144,0.00339281,0.00327745,-0.000233135,1.6761e-05,0.000304817,-0.000142828,0.000244153,9.45997,8.62025,-18.0802,-18.0867,0.351113,0.313044,-0.159009,-8.47742e-13,-1.32333e-12,-7.84553,-7.14883,14.9946,2.32139e-312,-7.77118e-05,0.000101606,5.58699e-06,-4.76094e-05,8.13843e-05,-4.7544,-4.33209,9.08677,1.18576e-322,-7.77118e-05,0.000101606,5.58699e-06,-4.76094e-05,8.13843e-05,3.13818,2.8599,-5.99781,0,-7.77118e-05,0.000101606,5.58699e-06,-4.76094e-05,8.13843e-05,-88.7618
0.01152,-0.00122568,-0.00127972,0.0033538,0.00316591,-0.000318619,-5.00746e-06,0.000175746,-5.70743e-05,0.000281161,6.53122,11.3411,-17.8724,-18.0868,-1.88532,-1.26972,1.39364,1.8035e-12,-2.6804e-13,-5.41658,-9.40535,14.8222,5.80283e-316,-0.000106206,5.85821e-05,-1.66915e-06,-1.90248e-05,9.37203e-05,-3.28246,-5.69955,8.98229,9.34613e-307,-0.000106206,5.85821e-05,-1.66915e-06,-1.90248e-05,9.37203e-05,2.1666,3.76247,-5.92878,0,-0.000106206,5.85821e-05,-1.66915e-06,-1.90248e-05,9.37203e-05,-61.2813
0.012,-0.000636068,-0.0017208,0.00320527,0.00317935,-0.000186074,-9.21155e-05,0.000266071,-5.2139e-05,0.000277954,3.38913,13.6916,-17.0808,-18.0868,-0.0349667,-0.0128721,0.0325112,-6.83379e-13,-1.2371e-12,-2.81073,-11.3547,14.1657,1.58101e-322,-6.20246e-05,8.86903e-05,-3.07052e-05,-1.73797e-05,9.26513e-05,-1.70331,-6.88086,8.58445,4.74303e-322,-6.20246e-05,8.86903e-05,-3.07052e-05,-1.73797e-05,9.26513e-05,1.12427,4.5422,-5.66619,0,-6.20246e-05,8.86903e-05,-3.07052e-05,-1.73797e-05,9.26513e-05,-31.7997
0.01248,-2.56859e-05,-0.00207798,0.00295207,0.00314937,-0.000144661,-0.000138241,0.000245133,-9.90652e-07,0.000282802,0.13637,15.595,-15.7314,-18.0869,-0.0581242,-0.000876459,0.0581176,-6.70156e-13,-1.24499e-12,-0.113097,-12.9333,13.0466,1.63042e-322,-4.82202e-05,8.17111e-05,-4.60802e-05,-3.30217e-07,9.42672e-05,-0.068537,-7.83747,7.90629,2.42092e-322,-4.82202e-05,8.17111e-05,-4.60802e-05,-3.30217e-07,9.42672e-05,0.0452379,5.1736,-5.21855,19.598,-4.82202e-05,8.17111e-05,-4.60802e-05,-3.30217e-07,9.42672e-05,-1.27954
0.01296,0.000585535,-0.0023396,0.00260247,0.00312778,-9.79728e-05,-0.000180531,0.000216565,4.96821e-05,0.000278405,-3.12085,16.9892,-13.8683,-18.0869,-0.0507261,0.0172428,0.0477056,-6.83961e-13,-1.25258e-12,2.58824,-14.0895,11.5015,4.24399e-314,-3.26576e-05,7.21885e-05,-6.01771e-05,1.65607e-05,9.28016e-05,1.56848,-8.53813,6.96993,2.18427e-316,-3.26576e-05,7.21885e-05,-6.01771e-05,1.65607e-05,9.28016e-05,-1.03527,5.63606,-4.6005,0,-3.26576e-05,7.21885e-05,-6.01771e-05,1.65607e-05,9.28016e-05,29.2824
0.01344,0.00117764,-0.00249711,0.00216788,0.00311485,-4.82345e-05,-0.000216951,0.000180649,9.87179e-05,0.000265013,-6.27617,17.8285,-11.5523,-18.0869,-0.0376409,0.0244997,0.0285762,-6.9648e-13,-1.25439e-12,5.20505,-14.7855,9.58077,0,-1.60782e-05,6.02162e-05,-7.23168e-05,3.2906e-05,8.83378e-05,3.15427,-8.95996,5.80597,7.09378e-315,-1.60782e-05,6.02162e-05,-7.23168e-05,3.2906e-05,8.83378e-05,-2.08197,5.91448,-3.83223,2.42092e-322,-1.60782e-05,6.02162e-05,-7.23168e-05,3.2906e-05,8.83378e-05,58.888
0.01392,0.00173128,-0.00254538,0.0016625,0.00311102,2.95898e-06,-0.000246242,0.000138643,0.000144576,0.000243053,-9.22653,18.0856,-8.85911,-18.0869,-0.0218392,0.0191642,0.010473,-7.0641e-13,-1.25254e-12,7.65189,-14.9988,7.34717,1.58101e-322,9.86326e-07,4.62142e-05,-8.20805e-05,4.81921e-05,8.10176e-05,4.63706,-9.08919,4.45241,9.66828e-316,9.86326e-07,4.62142e-05,-8.20805e-05,4.81921e-05,8.10176e-05,-3.06069,5.99978,-2.93881,6.92262e-310,9.86326e-07,4.62142e-05,-8.20805e-05,4.81921e-05,8.10176e-05,86.5707
0.0144,0.00222839,-0.00248282,0.00110283,0.00311638,5.39535e-05,-0.000267375,9.19779e-05,0.000185797,0.000213204,-11.8756,17.7522,-5.87657,-18.0869,-0.00829537,0.00821625,0.00114302,-7.16326e-13,-1.25032e-12,9.84885,-14.7222,4.87365,2.42092e-322,1.79845e-05,3.06593e-05,-8.91251e-05,6.19324e-05,7.10681e-05,5.96843,-8.92159,2.95344,4.14114e-114,1.79845e-05,3.06593e-05,-8.91251e-05,6.19324e-05,7.10681e-05,-3.93945,5.88915,-1.94942,4.67023e-316,1.79845e-05,3.06593e-05,-8.91251e-05,6.19324e-05,7.10681e-05,111.426
0.01488,0.00265272,-0.00231147,0.00050715,0.00313072,0.00010312,-0.000279632,4.22581e-05,0.000221043,0.000176398,-14.1368,16.839,-2.70213,-18.0869,-0.000483038,0.000471004,-0.000107148,-7.22471e-13,-1.2474e-12,11.7242,-13.9649,2.24097,0,3.43733e-05,1.4086e-05,-9.32107e-05,7.36809e-05,5.87995e-05,7.10488,-8.46263,1.35803,2.02567e-322,3.43733e-05,1.4086e-05,-9.32107e-05,7.36809e-05,5.87995e-05,-4.68958,5.58623,-0.896371,6.92262e-310,3.43733e-05,1.4086e-05,-9.32107e-05,7.36809e-05,5.87995e-05,132.643
0.01536,0.00299044,-0.00203694,-0.000105096,0.00315354,0.000148527,-0.000282788,-8.48261e-06,0.000249325,0.000133465,-15.9364,15.3759,0.560549,-18.0868,-0.00895999,0.00746711,-0.00495213,-7.20209e-13,-1.25178e-12,13.2167,-12.7515,-0.464884,6.92262e-310,4.9509e-05,-2.82754e-06,-9.42627e-05,8.31083e-05,4.44882e-05,8.00932,-7.72732,-0.28172,2.42092e-322,4.9509e-05,-2.82754e-06,-9.42627e-05,8.31083e-05,4.44882e-05,-5.28656,5.10089,0.18595,1.04499e-315,4.9509e-05,-2.82754e-06,-9.42627e-05,8.31083e-05,4.44882e-05,149.529
0.01584,0.00323049,-0.00166819,-0.000713909,0.00318443,0.000189068,-0.000277019,-5.92285e-05,0.000269281,8.63864e-05,-17.2156,13.4107,3.80491,-18.0868,0.00507699,-0.0029635,0.00412232,-7.22066e-13,-1.24898e-12,14.2775,-11.1217,-3.15556,9.85467e-316,6.30228e-05,-1.97428e-05,-9.23398e-05,8.97604e-05,2.87955e-05,8.6522,-6.73965,-1.91227,8.9071e-316,6.30228e-05,-1.97428e-05,-9.23398e-05,8.97604e-05,2.87955e-05,-5.71091,4.449,1.2622,2.46155e-312,6.30228e-05,-1.97428e-05,-9.23398e-05,8.97604e-05,2.87955e-05,161.531
0.01632,0.00336505,-0.00121726,-0.00129941,0.00322222,0.0002234,-0.000262209,-0.000108352,0.000280406,3.66923e-05,-17.9325,11.0075,6.92501,-18.0868,0.0281339,-0.00727022,0.0271783,-7.25039e-13,-1.23569e-12,14.8721,-9.12868,-5.74318,0,7.44666e-05,-3.61173e-05,-8.74029e-05,9.34686e-05,1.22308e-05,9.01254,-5.53188,-3.48037,0,7.44666e-05,-3.61173e-05,-8.74029e-05,9.34686e-05,1.22308e-05,-5.94878,3.65182,2.29724,4.00193e-322,7.44666e-05,-3.61173e-05,-8.74029e-05,9.34686e-05,1.22308e-05,168.258
0.0168,0.00338973,-0.000698869,-0.00184248,0.00326502,0.000251915,-0.000237209,-0.000153412,0.000282439,-1.41709e-05,-18.0639,8.24494,9.81895,-18.0867,-0.00942438,-0.000945847,-0.0093768,-7.19806e-13,-1.25048e-12,14.9811,-6.83757,-8.14324,4.07423e-312,8.39716e-05,-5.11374e-05,-7.90696e-05,9.41463e-05,-4.72364e-06,9.07856,-4.14346,-4.93481,0,8.39716e-05,-5.11374e-05,-7.90696e-05,9.41463e-05,-4.72364e-06,-5.99238,2.7354,3.25726,9.86139e-316,8.39716e-05,-5.11374e-05,-7.90696e-05,9.41463e-05,-4.72364e-06,169.491
0.01728,0.00330371,-0.000129956,-0.00232538,0.00331173,0.000272945,-0.00020433,-0.000192069,0.000275141,-6.53394e-05,-17.6054,5.21312,12.3922,-18.0867,-0.085717,-0.0382414,-0.0767138,-7.36168e-13,-1.28981e-12,14.6008,-4.32317,-10.2774,7.16395e-322,9.09816e-05,-6.4023e-05,-6.81098e-05,9.17135e-05,-2.17798e-05,8.84812,-2.61973,-6.2281,0,9.09816e-05,-6.4023e-05,-6.81098e-05,9.17135e-05,-2.17798e-05,-5.8403,1.72965,4.11093,6.28892e-316,9.09816e-05,-6.4023e-05,-6.81098e-05,9.17135e-05,-2.17798e-05,165.189
0.01776,0.0031098,0.000470904,-0.00273234,0.00336205,0.000279509,-0.000169116,-0.00022837,0.000258897,-0.000113764,-16.5719,2.01108,14.5608,-18.0866,0.00523993,0.00384668,0.00355807,-7.22707e-13,-1.24057e-12,13.7438,-1.66759,-12.0759,9.68219e-316,9.31696e-05,-7.61232e-05,-5.63722e-05,8.6299e-05,-3.79214e-05,8.32873,-1.01045,-7.318,8.59282e-316,9.31696e-05,-7.61232e-05,-5.63722e-05,8.6299e-05,-3.79214e-05,-5.4975,0.66743,4.83035,6.92262e-310,9.31696e-05,-7.61232e-05,-5.63722e-05,8.6299e-05,-3.79214e-05,155.493
0.01824,0.00281435,0.00108409,-0.00305008,0.00341352,0.000278689,-0.00012543,-0.000257166,0.000234919,-0.000157423,-14.9973,-1.25662,16.2539,-18.0866,0.0556074,0.0515466,0.0208597,-6.881e-13,-1.20085e-12,12.4379,1.04245,-13.4801,9.68219e-316,9.28964e-05,-8.57219e-05,-4.18099e-05,7.83063e-05,-5.24743e-05,7.53737,0.631836,-8.16892,4.79244e-322,9.28964e-05,-8.57219e-05,-4.18099e-05,7.83063e-05,-5.24743e-05,-4.97517,-0.416585,5.39204,9.63665e-316,9.28964e-05,-8.57219e-05,-4.18099e-05,7.83063e-05,-5.24743e-05,140.719
0.01872,0.00242698,0.00168958,-0.00326821,0.00347517,0.000304214,-6.454e-05,-0.000242223,0.000200553,-0.000199376,-12.9329,-4.48326,17.4162,-18.0865,-0.07634,-0.0763204,-0.00172662,-1.03502e-12,-1.56352e-12,10.7259,3.71845,-14.444,9.81533e-316,0.000101405,-8.07409e-05,-2.15133e-05,6.68511e-05,-6.64586e-05,6.49986,2.25349,-8.75307,9.76257e-316,0.000101405,-8.07409e-05,-2.15133e-05,6.68511e-05,-6.64586e-05,-4.29037,-1.48699,5.77765,8.74449e-316,0.000101405,-8.07409e-05,-2.15133e-05,6.68511e-05,-6.64586e-05,121.349
0.0192,0.00196037,0.00226759,-0.00337962,0.00353268,0.000310446,-2.46463e-05,-0.000224187,0.000150431,-0.000239969,-10.4462,-7.56347,18.0097,-18.0865,0.210132,0.198152,-0.0699359,-1.62188e-12,-1.88009e-12,8.66356,6.27303,-14.9363,9.75509e-316,0.000103482,-7.4729e-05,-8.21543e-06,5.01437e-05,-7.99897e-05,5.25011,3.80156,-9.05138,6.13491e-316,0.000103482,-7.4729e-05,-8.21543e-06,5.01437e-05,-7.99897e-05,-3.46546,-2.50884,5.97459,5.55119e-316,0.000103482,-7.4729e-05,-8.21543e-06,5.01437e-05,-7.99897e-05,98.0173
0.01968,0.00142972,0.00279927,-0.00338066,0.00340829,7.0467e-05,1.55425e-05,-0.000500223,0.000125722,-0.000253397,-7.61854,-10.3968,18.0153,-18.0866,-3.67799,-2.81023,2.37281,2.12865e-12,7.59259e-14,6.31838,8.62279,-14.9409,4.68956e-316,2.3489e-05,-0.000166741,5.18082e-06,4.19073e-05,-8.44656e-05,3.82894,5.22552,-9.05418,6.92262e-310,2.3489e-05,-0.000166741,5.18082e-06,4.19073e-05,-8.44656e-05,-2.52736,-3.44872,5.97636,0,2.3489e-05,-0.000166741,5.18082e-06,4.19073e-05,-8.44656e-05,71.4844
