"time","MLoad.Sa","MLoad.Sb","MLoad.Sc","MLoad.Mpd","MLoad.Mpq","MLoad.Mnd","MLoad.Mnq","MLoad.Mhmd","MLoad.Mhmq","MGrid.Sa","MGrid.Sb","MGrid.Sc","DC_AC1.Sa","DC_AC1.Sb","DC_AC1.Sc","MGrid.Mpd","MGrid.Mpq","MGrid.Mnd","MGrid.Mnq","MGrid.Mhmd","MGrid.Mhmq","DC_AC1.Spd","DC_AC1.Spq","DC_AC1.Snd","DC_AC1.Snq","DC_AC1.Szmd","DC_AC1.Szmq","Va.v"
0.0073,-28.3487,33.0771,23.2897,32.3668,-10.5292,17.0866,-10.6939,-8.73328,-3.31883,-19.6827,16.8392,2.84344,-8.66602,16.2379,20.4463,21.2768,0.0615722,-0.0432637,0.0438108,-1.91295e-12,2.34588e-12,1.31564e-312,-10.5292,17.0866,-10.6939,-8.73328,-3.31883,-156.991
0.0074,-29.7684,33.3287,24.4724,32.3603,-10.6294,17.159,-10.7634,-8.77542,-3.21043,-19.9672,16.3321,3.63504,-9.8012,16.9966,20.8373,21.2703,0.109789,-0.0710399,0.0837081,-1.91961e-12,2.3732e-12,7.11328e-316,-10.6294,17.159,-10.7634,-8.77542,-3.21043,-159.308
0.0075,-31.1481,33.5434,25.6252,32.3503,-10.7262,17.2267,-10.8334,-8.81292,-3.10204,-20.2198,15.7995,4.42027,-10.9284,17.7439,21.205,21.2603,0.154798,-0.0909878,0.125234,-1.93544e-12,2.40414e-12,7.11976e-316,-10.7262,17.2267,-10.8334,-8.81292,-3.10204,-161.4
0.0076,-32.4859,33.7206,26.7466,32.337,-10.8198,17.2899,-10.9037,-8.84583,-2.99385,-20.4402,15.2426,5.19767,-12.0456,18.4781,21.5489,21.247,0.196719,-0.103312,0.167407,-1.93839e-12,2.43256e-12,1.33686e-312,-10.8198,17.2899,-10.9037,-8.84583,-2.99385,-163.262
0.0077,-33.7796,33.8599,27.8348,32.3207,-10.9101,17.3486,-10.9742,-8.87424,-2.88606,-20.6284,14.6626,5.96587,-13.1512,19.1974,21.8689,21.2307,0.235672,-0.10831,0.209309,-1.94338e-12,2.45602e-12,6.41592e-316,-10.9101,17.3486,-10.9742,-8.87424,-2.88606,-164.891
0.0078,-35.0273,33.9609,28.8882,32.3016,-10.9971,17.403,-11.0448,-8.8982,-2.77887,-20.7843,14.0608,6.72351,-14.2431,19.9001,22.1647,21.2116,0.271775,-0.106366,0.250096,-1.95053e-12,2.48394e-12,7.11976e-316,-10.9971,17.403,-11.0448,-8.8982,-2.77887,-166.287
0.0079,-36.2272,34.0231,29.9053,32.2798,-11.0809,17.4532,-11.1153,-8.91782,-2.67245,-20.9077,13.4384,7.4693,-15.3195,20.5847,22.436,21.1898,0.305143,-0.0979337,0.289,-1.96026e-12,2.51397e-12,1.35808e-312,-11.0809,17.4532,-11.1153,-8.91782,-2.67245,-167.446
0.008,-37.3773,34.0463,30.8844,32.2556,-11.1614,17.4993,-11.1856,-8.93317,-2.56699,-20.9987,12.7967,8.20201,-16.3786,21.2496,22.6824,21.1656,0.335887,-0.0835317,0.325335,-1.96257e-12,2.53392e-12,5.14529e-316,-11.1614,17.4993,-11.1856,-8.93317,-2.56699,-168.367
0.0081,-38.476,34.0302,31.8242,32.2292,-11.2387,17.5415,-11.2555,-8.94436,-2.46266,-21.0575,12.137,8.92044,-17.4185,21.8931,22.9038,21.1392,0.364118,-0.063729,0.358497,-1.9597e-12,2.55339e-12,7.11977e-316,-11.2387,17.5415,-11.2555,-8.94436,-2.46266,-169.049
0.0082,-39.5216,33.9746,32.7233,32.2008,-11.3128,17.5799,-11.325,-8.9515,-2.35961,-21.0841,11.4606,9.62347,-18.4375,22.514,23.0998,21.1108,0.389942,-0.0391352,0.387973,-1.96401e-12,2.57764e-12,1.3793e-312,-11.3128,17.5799,-11.325,-8.9515,-2.35961,-169.491
0.0083,-40.5126,33.8795,33.5802,32.1705,-11.3838,17.6146,-11.3939,-8.9547,-2.25799,-21.0788,10.7688,10.31,-19.4338,23.1107,23.2702,21.0805,0.413464,-0.0103904,0.413333,-1.9702e-12,2.59704e-12,6.35283e-316,-11.3838,17.6146,-11.3939,-8.9547,-2.25799,-169.692
0.0084,-41.4473,33.7447,34.3937,32.1385,-11.4516,17.6458,-11.4621,-8.95407,-2.15795,-21.0418,10.0628,10.979,-20.4055,23.6819,23.4147,21.0485,0.434785,0.0218455,0.434236,-1.96931e-12,2.61964e-12,7.11977e-316,-11.4516,17.6458,-11.4621,-8.95407,-2.15795,-169.652
0.0085,-42.3245,33.5702,35.1626,32.105,-11.5164,17.6735,-11.5296,-8.94975,-2.05962,-20.9735,9.34399,11.6295,-21.351,24.2263,23.5331,21.015,0.454005,0.0569019,0.450425,-1.96382e-12,2.63994e-12,1.40052e-312,-11.5164,17.6735,-11.5296,-8.94975,-2.05962,-169.371
0.0086,-43.1428,33.3562,35.8856,32.0701,-11.5781,17.6979,-11.5962,-8.94186,-1.96313,-20.8741,8.61357,12.2606,-22.2687,24.7426,23.6251,20.9801,0.471219,0.0941071,0.461726,-1.96466e-12,2.6593e-12,5.17412e-316,-11.5781,17.6979,-11.5962,-8.94186,-1.96313,-168.849
0.0087,-43.9009,33.1027,36.5618,32.034,-11.6369,17.7191,-11.6618,-8.93052,-1.8686,-20.7442,7.87285,12.8713,-23.1568,25.2299,23.6905,20.944,0.486521,0.132797,0.468047,-1.96182e-12,2.67457e-12,5.14829e-316,-11.6369,17.7191,-11.6618,-8.93052,-1.8686,-168.087
0.0088,-44.5978,32.8099,37.1901,31.9968,-11.6928,17.7372,-11.7264,-8.91588,-1.77613,-20.584,7.12309,13.4609,-24.0138,25.6868,23.7291,20.9068,0.500003,0.172322,0.46937,-1.95563e-12,2.6869e-12,1.42174e-312,-11.6928,17.7372,-11.7264,-8.91588,-1.77613,-167.086
0.0089,-45.2323,32.478,37.7695,31.9586,-11.7458,17.7524,-11.79,-8.89807,-1.68583,-20.3942,6.36556,14.0287,-24.8381,26.1125,23.7408,20.8686,0.511751,0.212057,0.465748,-1.95511e-12,2.7068e-12,5.14536e-316,-11.7458,17.7524,-11.79,-8.89807,-1.68583,-165.848
0.009,-45.8035,32.1074,38.2991,31.9196,-11.7959,17.7647,-11.8523,-8.87723,-1.59779,-20.1752,5.6015,14.5737,-25.6283,26.5059,23.7253,20.8296,0.521853,0.251404,0.457303,-1.94916e-12,2.71807e-12,5.1483e-316,-11.7959,17.7647,-11.8523,-8.87723,-1.59779,-164.374
0.0091,-46.3106,31.6984,38.7781,31.8799,-11.8434,17.7744,-11.9134,-8.8535,-1.51209,-19.9276,4.83214,15.0955,-26.383,26.8663,23.6826,20.7899,0.530389,0.289802,0.444216,-1.9475e-12,2.72853e-12,1.44296e-312,-11.8434,17.7744,-11.9134,-8.8535,-1.51209,-162.667
0.0092,-46.7527,31.2514,39.2057,31.8397,-11.8881,17.7814,-11.9731,-8.82703,-1.42881,-19.652,4.05872,15.5933,-27.1007,27.1927,23.6125,20.7497,0.537441,0.326727,0.426723,-1.94129e-12,2.74321e-12,5.17403e-316,-11.8881,17.7814,-11.9731,-8.82703,-1.42881,-160.728
0.0093,-47.1292,30.7669,39.5814,31.7989,-11.9303,17.786,-12.0316,-8.79795,-1.34802,-19.349,3.28242,16.0665,-27.7802,27.4845,23.5149,20.7089,0.543086,0.361702,0.40511,-1.94243e-12,2.76273e-12,5.1483e-316,-11.9303,17.786,-12.0316,-8.79795,-1.34802,-158.561
0.0094,-47.4394,30.2454,39.9045,31.7578,-11.9698,17.7881,-12.0886,-8.76641,-1.26979,-19.0192,2.50445,16.5147,-28.4203,27.741,23.3898,20.6678,0.5474,0.394297,0.379706,-1.93807e-12,2.76863e-12,1.46418e-312,-11.9698,17.7881,-12.0886,-8.76641,-1.26979,-156.169
0.0095,-47.683,29.6876,40.1745,31.7164,-12.0069,17.7881,-12.1442,-8.73255,-1.19415,-18.6633,1.72597,16.9374,-29.0197,27.9616,23.2371,20.6264,0.550454,0.424132,0.350872,-1.92422e-12,2.78074e-12,5.17467e-316,-12.0069,17.7881,-12.1442,-8.73255,-1.19415,-153.554
0.0096,-47.8595,29.0939,40.3909,31.6748,-12.0415,17.7859,-12.1982,-8.69651,-1.12117,-18.2821,0.948146,17.334,-29.5774,28.1458,23.0569,20.5848,0.552319,0.45088,0.319004,-1.92067e-12,2.79212e-12,5.14831e-316,-12.0415,17.7859,-12.1982,-8.69651,-1.12117,-150.722
0.0097,-47.9687,28.4653,40.5533,31.6332,-12.0738,17.7816,-12.2508,-8.65845,-1.05087,-17.8763,0.1721,17.7042,-30.0923,28.2932,22.8491,20.5432,0.553063,0.474266,0.284518,-1.92138e-12,2.80038e-12,1.4854e-312,-12.0738,17.7816,-12.2508,-8.65845,-1.05087,-147.675
0.0098,-48.0102,27.8023,40.6616,31.5915,-12.1038,17.7754,-12.3018,-8.61849,-0.983302,-17.4466,-0.601048,18.0477,-30.5636,28.4034,22.6139,20.5015,0.552751,0.494072,0.247844,-1.91557e-12,2.80846e-12,5.14484e-316,-12.1038,17.7754,-12.3018,-8.61849,-0.983302,-144.419
0.0099,-47.9842,27.1058,40.7154,31.5498,-12.1315,17.7674,-12.3512,-8.57678,-0.918478,-16.9938,-1.3702,18.3641,-30.9903,28.476,22.3514,20.4598,0.551446,0.510131,0.209428,-1.90825e-12,2.81687e-12,5.14831e-316,-12.1315,17.7674,-12.3512,-8.57678,-0.918478,-140.957
0.01,-47.8904,26.3767,40.7147,31.5083,-12.1571,17.7577,-12.3989,-8.53346,-0.856419,-16.5188,-2.1343,18.6531,-31.3717,28.511,22.0616,20.4183,0.54921,0.522329,0.169715,-1.90503e-12,2.83186e-12,1.50662e-312,-12.1571,17.7577,-12.3989,-8.53346,-0.856419,-137.295
0.0101,-47.7291,25.6159,40.6594,31.467,-12.1806,17.7464,-12.4451,-8.48867,-0.79714,-16.0222,-2.89227,18.9145,-31.7069,28.5081,21.7449,20.377,0.546099,0.530607,0.129152,-1.89531e-12,2.83781e-12,5.15431e-316,-12.1806,17.7464,-12.4451,-8.48867,-0.79714,-133.438
0.0102,-47.5005,24.8242,40.5494,31.426,-12.2021,17.7335,-12.4896,-8.44253,-0.740647,-15.505,-3.64311,19.1481,-31.9955,28.4673,21.4013,20.336,0.542172,0.534953,0.0881773,-1.88786e-12,2.84146e-12,5.15176e-316,-12.2021,17.7335,-12.4896,-8.44253,-0.740647,-129.391
0.0103,-47.2048,24.0028,40.385,31.3853,-12.2216,17.7193,-12.5324,-8.39519,-0.68694,-14.968,-4.38579,19.3538,-32.2368,28.3885,21.0312,20.2953,0.537482,0.535403,0.0472184,-1.88569e-12,2.85416e-12,6.36599e-314,-12.2216,17.7193,-12.5324,-8.39519,-0.68694,-125.16
0.0104,-46.8425,23.1525,40.1663,31.345,-12.2393,17.7037,-12.5736,-8.34677,-0.636015,-14.4121,-5.11934,19.5315,-32.4304,28.2719,20.6349,20.255,0.532081,0.532039,0.00668615,-1.87755e-12,2.8515e-12,5.14506e-316,-12.2393,17.7037,-12.5736,-8.34677,-0.636015,-120.752
0.0105,-46.414,22.2747,39.8936,31.3051,-12.2551,17.6869,-12.6131,-8.2974,-0.587863,-13.8382,-5.8428,19.681,-32.5758,28.1175,20.2126,20.2151,0.52602,0.524982,-0.0330291,-1.8775e-12,2.87335e-12,5.14832e-316,-12.2551,17.6869,-12.6131,-8.2974,-0.587863,-116.171
0.0106,-45.9199,21.3703,39.5671,31.2657,-12.2691,17.669,-12.6509,-8.2472,-0.542467,-13.247,-6.55523,19.8023,-32.6728,27.9255,19.7648,20.1757,0.519347,0.514393,-0.0715609,-1.86352e-12,2.86823e-12,1.52784e-312,-12.2691,17.669,-12.6509,-8.2472,-0.542467,-111.426
0.0107,-45.3609,20.4405,39.1874,31.2268,-12.2815,17.65,-12.687,-8.1963,-0.499809,-12.6397,-7.25573,19.8954,-32.7212,27.6962,19.292,20.1368,0.512108,0.500467,-0.10857,-1.85726e-12,2.87605e-12,7.16978e-316,-12.2815,17.65,-12.687,-8.1963,-0.499809,-106.523
0.0108,-44.7378,19.4865,38.7549,31.1884,-12.2922,17.6301,-12.7214,-8.1448,-0.459864,-12.017,-7.94341,19.9604,-32.7208,27.4299,18.7945,20.0984,0.504348,0.483428,-0.143749,-1.85569e-12,2.88993e-12,5.14832e-316,-12.2922,17.6301,-12.7214,-8.1448,-0.459864,-101.468
0.0109,-44.0514,18.5097,38.2701,31.1507,-12.3014,17.6093,-12.7542,-8.09284,-0.422602,-11.3798,-8.6174,19.9972,-32.6715,27.1271,18.2729,20.0607,0.496109,0.463529,-0.176819,-1.84078e-12,2.88784e-12,1.54906e-312,-12.3014,17.6093,-12.7542,-8.09284,-0.422602,-96.2687
0.011,-43.3027,17.5111,37.7337,31.1136,-12.309,17.5878,-12.7854,-8.04052,-0.387991,-10.7292,-9.27688,20.0061,-32.5735,26.788,17.7276,20.0236,0.487432,0.441042,-0.207539,-1.83316e-12,2.8901e-12,5.17408e-316,-12.309,17.5878,-12.7854,-8.04052,-0.387991,-90.9328
0.0111,-42.4927,16.4923,37.1465,31.0772,-12.3152,17.5655,-12.8148,-7.98794,-0.355995,-10.066,-9.92102,19.9871,-32.4267,26.4133,17.1594,19.9872,0.478358,0.416259,-0.2357,-1.82158e-12,2.89963e-12,5.14833e-316,-12.3152,17.5655,-12.8148,-7.98794,-0.355995,-85.4677
0.0112,-41.6226,15.4545,36.5092,31.0415,-12.3201,17.5426,-12.8427,-7.93522,-0.326572,-9.39126,-10.5491,19.9403,-32.2314,26.0035,16.5689,19.9515,0.468922,0.389485,-0.261131,-1.81849e-12,2.89948e-12,1.57028e-312,-12.3201,17.5426,-12.8427,-7.93522,-0.326572,-79.8811
0.0113,-40.6937,14.399,35.8227,31.0065,-12.3236,17.5192,-12.8689,-7.88244,-0.299679,-8.70583,-11.1602,19.8661,-31.9878,25.5593,15.9566,19.9165,0.459161,0.361033,-0.283697,-1.80772e-12,2.90824e-12,5.14505e-316,-12.3236,17.5192,-12.8689,-7.88244,-0.299679,-74.181
0.0114,-39.7071,13.3274,35.0878,30.9723,-12.3259,17.4953,-12.8936,-7.82972,-0.275268,-8.0107,-11.7538,19.7645,-31.6964,25.0812,15.3233,19.8823,0.449109,0.331224,-0.303298,-1.79518e-12,2.91031e-12,5.14834e-316,-12.3259,17.4953,-12.8936,-7.82972,-0.275268,-68.3755
0.0115,-38.6643,12.241,34.3057,30.9388,-12.327,17.471,-12.9166,-7.77714,-0.253291,-7.30683,-12.329,19.6359,-31.3575,24.57,14.6698,19.8488,0.4388,0.300379,-0.319871,-1.79257e-12,2.9088e-12,1.5915e-312,-12.327,17.471,-12.9166,-7.77714,-0.253291,-62.4728
0.0116,-37.5668,11.1412,33.4774,30.9061,-12.3269,17.4464,-12.9382,-7.72479,-0.233694,-6.59519,-12.8853,19.4805,-30.9716,24.0265,13.9969,19.8161,0.428263,0.268817,-0.333387,-1.78728e-12,2.9232e-12,5.14492e-316,-12.3269,17.4464,-12.9382,-7.72479,-0.233694,-56.4813
0.0117,-36.4161,10.0296,32.6039,30.8742,-12.3257,17.4216,-12.9581,-7.67276,-0.216422,-5.87674,-13.4219,19.2987,-30.5393,23.4515,13.3053,19.7842,0.41753,0.236852,-0.34385,-1.77237e-12,2.92249e-12,5.17294e-316,-12.3257,17.4216,-12.9581,-7.67276,-0.216422,-50.4096
0.0118,-35.2138,8.90756,31.6866,30.8432,-12.3236,17.3965,-12.9766,-7.62113,-0.201418,-5.15244,-13.9383,19.0908,-30.0614,22.8459,12.5959,19.7532,0.406628,0.204787,-0.351296,-1.76396e-12,2.92136e-12,1.61272e-312,-12.3236,17.3965,-12.9766,-7.62113,-0.201418,-44.2663
0.0119,-33.9616,7.77668,30.7267,30.8129,-12.3204,17.3713,-12.9937,-7.56997,-0.188622,-4.42327,-14.4338,18.8571,-29.5384,22.2105,11.8696,19.7229,0.395585,0.172917,-0.355792,-1.76064e-12,2.93174e-12,5.15433e-316,-12.3204,17.3713,-12.9937,-7.56997,-0.188622,-38.06
0.012,-32.6614,6.63845,29.7255,30.7835,-12.3163,17.3461,-13.0093,-7.51937,-0.177973,-3.6902,-14.9079,18.5981,-28.9712,21.5463,11.1274,19.6935,0.384427,0.141517,-0.357431,-1.74226e-12,2.92757e-12,5.15176e-316,-12.3163,17.3461,-13.0093,-7.51937,-0.177973,-31.7997
0.0121,-31.3149,5.4944,28.6843,30.755,-12.3114,17.3208,-13.0234,-7.46938,-0.169407,-2.95418,-15.36,18.3142,-28.3607,20.8544,10.3701,19.665,0.373177,0.110849,-0.356334,-1.73549e-12,2.92612e-12,8.48798e-314,-12.3114,17.3208,-13.0234,-7.46938,-0.169407,-25.4941
0.0122,-29.924,4.34608,27.6047,30.7272,-12.3056,17.2955,-13.0363,-7.42008,-0.162861,-2.21619,-15.7896,18.0058,-27.7078,20.1357,9.59889,19.6372,0.36186,0.0811546,-0.352642,-1.73462e-12,2.93755e-12,5.14835e-316,-12.3056,17.2955,-13.0363,-7.42008,-0.162861,-19.1524
0.0123,-28.4908,3.19504,26.4881,30.7004,-12.299,17.2704,-13.0477,-7.37153,-0.158269,-1.47719,-16.1962,17.6734,-27.0136,19.3913,8.81466,19.6104,0.350497,0.0526536,-0.346519,-1.71649e-12,2.92962e-12,5.1498e-316,-12.299,17.2704,-13.0477,-7.37153,-0.158269,-12.7834
0.0124,-27.0172,2.04284,25.3361,30.6744,-12.2917,17.2454,-13.0579,-7.32379,-0.155563,-0.738139,-16.5795,17.3176,-26.279,18.6223,8.01847,19.5844,0.339109,0.025544,-0.338145,-1.70802e-12,2.93265e-12,1.29442e-312,-12.2917,17.2454,-13.0579,-7.32379,-0.155563,-6.39624
0.0125,-25.5053,0.891027,24.1502,30.6492,-12.2838,17.2206,-13.0668,-7.27691,-0.154676,3.76232e-12,-16.9388,16.9388,-25.5053,17.8298,7.2114,19.5592,0.327716,-2.26671e-13,-0.327716,-1.70243e-12,2.93928e-12,5.14835e-316,-12.2838,17.2206,-13.0668,-7.27691,-0.154676,-3.11744e-14
0.0126,-23.9572,-0.258827,22.9322,30.625,-12.2752,17.196,-13.0745,-7.23095,-0.15554,0.736276,-17.2739,16.5376,-24.6935,17.0151,6.39456,19.535,0.316336,-0.0238286,-0.315437,-1.69062e-12,2.92692e-12,5.14981e-316,-12.2752,17.196,-13.0745,-7.23095,-0.15554,6.39624
0.0127,-22.3753,-1.40516,21.6837,30.6015,-12.266,17.1717,-13.081,-7.18594,-0.158085,1.46974,-17.5844,16.1146,-23.845,16.1792,5.56905,19.5115,0.304987,-0.0458169,-0.301526,-1.68781e-12,2.93739e-12,3.07689e-312,-12.266,17.1717,-13.081,-7.18594,-0.158085,12.7834
0.0128,-20.7616,-2.54643,20.4064,30.579,-12.2562,17.1477,-13.0863,-7.14194,-0.162241,2.19946,-17.8698,15.6704,-22.9611,15.3234,4.73601,19.489,0.293687,-0.0658654,-0.286206,-1.66955e-12,2.9297e-12,5.15184e-316,-12.2562,17.1477,-13.0863,-7.14194,-0.162241,19.1524
0.0129,-19.1186,-3.68106,19.1022,30.5573,-12.246,17.124,-13.0906,-7.09898,-0.16794,2.92448,-18.1301,15.2056,-22.043,14.449,3.8966,19.4673,0.28245,-0.0838993,-0.269701,-1.66244e-12,2.92377e-12,5.14981e-316,-12.246,17.124,-13.0906,-7.09898,-0.16794,25.4941
0.013,-17.4484,-4.80753,17.7728,30.5364,-12.2353,17.1008,-13.0937,-7.0571,-0.17511,3.64389,-18.3647,14.7208,-21.0923,13.5572,3.052,19.4464,0.27129,-0.0998687,-0.252239,-1.64877e-12,2.92704e-12,1.31564e-312,-12.2353,17.1008,-13.0937,-7.0571,-0.17511,31.7997
0.0131,-15.7536,-5.92429,16.4202,30.5163,-12.2241,17.0779,-13.0958,-7.01634,-0.183682,4.35676,-18.5735,14.2168,-20.1103,12.6492,2.20339,19.4263,0.260223,-0.113748,-0.234046,-1.64524e-12,2.91959e-12,5.15185e-316,-12.2241,17.0779,-13.0958,-7.01634,-0.183682,38.06
0.0132,-14.0364,-7.02983,15.0461,30.4971,-12.2126,17.0556,-13.097,-6.97672,-0.193587,5.06219,-18.7563,13.6941,-19.0986,11.7265,1.35197,19.4071,0.249261,-0.125533,-0.215342,-1.63189e-12,2.91948e-12,5.14982e-316,-12.2126,17.0556,-13.097,-6.97672,-0.193587,44.2663
0.0133,-12.2994,-8.12264,13.6526,30.4788,-12.2007,17.0337,-13.0972,-6.93827,-0.204755,5.75927,-18.9129,13.1536,-18.0586,10.7903,0.498951,19.3888,0.238415,-0.135245,-0.196342,-1.63149e-12,2.92595e-12,3.07689e-312,-12.2007,17.0337,-13.0972,-6.93827,-0.204755,50.4096
0.0134,-10.5449,-9.20122,12.2415,30.4612,-12.1885,17.0123,-13.0965,-6.90102,-0.217116,6.44711,-19.0431,12.596,-16.992,9.84188,-0.354451,19.3712,0.227697,-0.142923,-0.177253,-1.61265e-12,2.91632e-12,5.15185e-316,-12.1885,17.0123,-13.0965,-6.90102,-0.217116,56.4813
0.0135,-8.77555,-10.2641,10.8149,30.4444,-12.176,16.9914,-13.0949,-6.86498,-0.230602,7.12483,-19.1468,12.022,-15.9004,8.88267,-1.20701,19.3544,0.217117,-0.148627,-0.158272,-1.60871e-12,2.90981e-12,5.14982e-316,-12.176,16.9914,-13.0949,-6.86498,-0.230602,62.4728
0.0136,-6.99377,-11.3099,9.37478,30.4284,-12.1633,16.9711,-13.0925,-6.83017,-0.245146,7.79158,-19.2239,11.4323,-14.7854,7.914,-2.05751,19.3384,0.206686,-0.152433,-0.139582,-1.60553e-12,2.91548e-12,1.33686e-312,-12.1633,16.9711,-13.0925,-6.83017,-0.245146,68.3755
0.0137,-5.20212,-12.337,7.92307,30.4132,-12.1503,16.9514,-13.0893,-6.79661,-0.260679,8.44649,-19.2743,10.8278,-13.6486,6.93723,-2.9047,19.3232,0.196411,-0.154435,-0.121354,-1.59275e-12,2.90054e-12,5.14807e-316,-12.1503,16.9514,-13.0893,-6.79661,-0.260679,74.181
0.0138,-3.40313,-13.3442,6.46187,30.3988,-12.1371,16.9323,-13.0854,-6.7643,-0.277136,9.08873,-19.298,10.2092,-12.4919,5.95374,-3.74737,19.3088,0.186301,-0.154741,-0.103746,-1.57658e-12,2.90479e-12,5.14983e-316,-12.1371,16.9323,-13.0854,-6.7643,-0.277136,79.8811
0.0139,-1.59935,-14.3301,4.9932,30.3851,-12.1238,16.9138,-13.0807,-6.73327,-0.294451,9.71748,-19.295,9.57749,-11.3168,4.96489,-4.58429,19.2951,0.176364,-0.153469,-0.0868993,-1.57365e-12,2.8988e-12,3.07689e-312,-12.1238,16.9138,-13.0807,-6.73327,-0.294451,85.4677
0.014,0.206646,-15.2932,3.51913,30.3722,-12.1103,16.8959,-13.0754,-6.7035,-0.31256,10.3319,-19.2653,8.93337,-10.1253,3.97207,-5.41424,19.2822,0.166606,-0.15075,-0.0709374,-1.5667e-12,2.88914e-12,5.14807e-316,-12.1103,16.8959,-13.0754,-6.7035,-0.31256,90.9328
0.0141,2.01231,-16.2324,2.04173,30.36,-12.0967,16.8786,-13.0695,-6.67501,-0.331399,10.9313,-19.209,8.27774,-8.91897,2.97664,-6.23601,19.27,0.157034,-0.146721,-0.0559688,-1.56415e-12,2.89362e-12,5.14983e-316,-12.0967,16.8786,-13.0695,-6.67501,-0.331399,96.2687
0.0142,3.81506,-17.1462,0.563066,30.3485,-12.0831,16.862,-13.063,-6.6478,-0.350906,11.5148,-19.1262,7.61145,-7.69971,1.98,-7.04838,19.2585,0.147653,-0.141529,-0.042084,-1.54866e-12,2.88411e-12,nan,-12.0831,16.862,-13.063,-6.6478,-0.350906,101.468
0.0143,5.61236,-18.0335,-0.914785,30.3377,-12.0693,16.846,-13.056,-6.62187,-0.371019,12.0816,-19.017,6.93539,-6.46928,0.983517,-7.85018,19.2477,0.138469,-0.135321,-0.0293564,-1.54723e-12,2.87264e-12,5.14807e-316,-12.0693,16.846,-13.056,-6.62187,-0.371019,106.523
0.0144,7.40164,-18.8931,-2.38975,30.3276,-12.0556,16.8307,-13.0485,-6.59721,-0.391681,12.6312,-18.8816,6.25046,-5.22952,-0.0114405,-8.64021,19.2376,0.129485,-0.12825,-0.0178418,-1.53472e-12,2.87154e-12,5.14984e-316,-12.0556,16.8307,-13.0485,-6.59721,-0.391681,111.426
0.0145,9.18037,-19.7237,-3.85976,30.3182,-12.0418,16.816,-13.0405,-6.57381,-0.412831,13.1626,-18.7202,5.55757,-3.98225,-1.00351,-9.41732,19.2282,0.120706,-0.120468,-0.00757921,-1.52654e-12,2.86311e-12,2.99201e-312,-12.0418,16.816,-13.0405,-6.57381,-0.412831,116.171
0.0146,10.946,-20.5242,-5.32275,30.3094,-12.028,16.802,-13.0321,-6.55168,-0.434414,13.6753,-18.5329,4.85761,-2.7293,-1.99132,-10.1804,19.2194,0.112136,-0.112127,0.0014091,-1.52371e-12,2.86011e-12,5.14808e-316,-12.028,16.802,-13.0321,-6.55168,-0.434414,120.752
0.0147,12.6961,-21.2937,-6.77667,30.3013,-12.0143,16.7887,-13.0232,-6.53079,-0.456373,14.1686,-18.3201,4.15154,-1.4725,-2.97354,-10.9282,19.2113,0.103776,-0.103375,0.00911688,-1.52541e-12,2.86004e-12,5.14985e-316,-12.0143,16.7887,-13.0232,-6.53079,-0.456373,125.16
0.0148,14.4281,-22.0309,-8.21947,30.2938,-12.0006,16.7761,-13.0141,-6.51115,-0.478654,14.6418,-18.0821,3.44027,-0.21371,-3.94882,-11.6597,19.2038,0.0956309,-0.0943576,0.0155531,-1.51678e-12,2.85152e-12,nan,-12.0006,16.7761,-13.0141,-6.51115,-0.478654,129.391
0.0149,16.1395,-22.7349,-9.64914,30.2869,-11.987,16.7641,-13.0046,-6.49273,-0.501206,15.0943,-17.819,2.72476,1.04525,-4.91584,-12.3739,19.1969,0.0877011,-0.0852132,0.0207412,-1.51026e-12,2.84388e-12,5.15029e-316,-11.987,16.7641,-13.0046,-6.49273,-0.501206,133.438
0.015,17.828,-23.4047,-11.0637,30.2806,-11.9734,16.7528,-12.9948,-6.47551,-0.523978,15.5255,-17.5314,2.00596,2.30254,-5.87328,-13.0696,19.1906,0.0799888,-0.0760739,0.0247179,-1.51059e-12,2.84374e-12,5.14985e-316,-11.9734,16.7528,-12.9948,-6.47551,-0.523978,137.295
0.0151,19.4912,-24.0395,-12.461,30.2748,-11.96,16.7422,-12.9848,-6.4595,-0.546919,15.9348,-17.2196,1.28482,3.55634,-6.81987,-13.7459,19.1848,0.0724953,-0.0670637,0.0275322,-1.50333e-12,2.82707e-12,3.01323e-312,-11.96,16.7422,-12.9848,-6.4595,-0.546919,140.957
0.0152,21.1266,-24.6384,-13.8393,30.2696,-11.9467,16.7322,-12.9745,-6.44465,-0.569983,16.3217,-16.884,0.562295,4.80483,-7.75431,-14.4016,19.1796,0.0652213,-0.0582975,0.0292441,-1.5088e-12,2.83271e-12,5.1503e-316,-11.9467,16.7322,-12.9745,-6.44465,-0.569983,144.419
0.0153,22.7319,-25.2005,-15.1966,30.265,-11.9335,16.7228,-12.9641,-6.43097,-0.593123,16.6857,-16.5251,-0.160638,6.0462,-8.67536,-15.036,19.175,0.0581674,-0.0498801,0.0299236,-1.49316e-12,2.81966e-12,5.14986e-316,-11.9335,16.7228,-12.9641,-6.43097,-0.593123,147.675
0.0154,24.305,-25.7251,-16.5309,30.2608,-11.9204,16.7142,-12.9535,-6.41841,-0.616296,17.0263,-16.1433,-0.883016,7.27867,-9.58176,-15.6479,19.1708,0.0513338,-0.0419058,0.029649,-1.49383e-12,2.8108e-12,nan,-11.9204,16.7142,-12.9535,-6.41841,-0.616296,150.722
