"time","MLoad.Sa","MLoad.Sb","MLoad.Sc","MLoad.Mpd","MLoad.Mpq","MLoad.Mnd","MLoad.Mnq","MLoad.Mhmd","MLoad.Mhmq","MGrid.Sa","MGrid.Sb","MGrid.Sc","DC_AC1.Sa","DC_AC1.Sb","DC_AC1.Sc","MGrid.Mpd","MGrid.Mpq","MGrid.Mnd","MGrid.Mnq","MGrid.Mhmd","MGrid.Mhmq","DC_AC1.Spd","DC_AC1.Spq","DC_AC1.Snd","DC_AC1.Snq","DC_AC1.Szmd","DC_AC1.Szmq","Va.v"
0.0235,-20.5892,25.4646,14.3915,30.507,-11.5913,16.8799,-12.6676,-6.82973,-1.22386,-16.3943,17.2074,-0.8131,-4.19489,8.2572,15.2046,19.417,-0.0262809,0.0237797,-0.0111899,-1.54743e-12,2.69915e-12,1.84614e-312,-11.5913,16.8799,-12.6676,-6.82973,-1.22386,-143.287
0.0236,-22.2046,26.0158,15.7393,30.509,-11.5932,16.8807,-12.6702,-6.83245,-1.21939,-16.7765,16.8578,-0.0813417,-5.42811,9.15793,15.8207,19.419,-0.0250018,0.0217562,-0.0123191,-1.54637e-12,2.70087e-12,5.14531e-316,-11.5932,16.8807,-12.6702,-6.83245,-1.21939,-146.613
0.0237,-23.7884,26.5302,17.0651,30.5108,-11.5951,16.8814,-12.6727,-6.83494,-1.21492,-17.1348,16.4841,0.650675,-6.65363,10.0461,16.4144,19.4208,-0.0237344,0.0197137,-0.0132171,-1.55113e-12,2.70618e-12,5.17306e-316,-11.5951,16.8814,-12.6727,-6.83494,-1.21492,-149.73
0.0238,-25.3384,27.0071,18.3669,30.5125,-11.5971,16.8819,-12.6753,-6.83723,-1.21044,-17.4687,16.0868,1.3819,-7.86971,10.9203,16.985,19.4225,-0.0224798,0.0176756,-0.0138894,-1.5482e-12,2.70331e-12,1.86736e-312,-11.5971,16.8819,-12.6753,-6.83723,-1.21044,-152.634
0.0239,-26.8524,27.4459,19.643,30.5142,-11.599,16.8823,-12.6778,-6.8393,-1.20597,-17.7778,15.6665,2.11128,-9.07464,11.7794,17.5317,19.4242,-0.0212392,0.0156642,-0.0143435,-1.54873e-12,2.70539e-12,5.14483e-316,-11.599,16.8823,-12.6778,-6.8393,-1.20597,-155.322
0.024,-28.3283,27.846,20.8915,30.5157,-11.601,16.8826,-12.6803,-6.84116,-1.20151,-18.0616,15.2238,2.83777,-10.2667,12.6221,18.0537,19.4257,-0.0200136,0.0137003,-0.0145893,-1.54993e-12,2.70672e-12,5.17307e-316,-11.601,16.8826,-12.6803,-6.84116,-1.20151,-157.788
0.0241,-29.7639,28.2067,22.1106,30.5172,-11.603,16.8828,-12.6828,-6.84283,-1.19706,-18.3197,14.7593,3.56033,-11.4442,13.4473,18.5503,19.4272,-0.0188041,0.0118032,-0.0146383,-1.54958e-12,2.70391e-12,1.88858e-312,-11.603,16.8828,-12.6828,-6.84283,-1.19706,-160.031
0.0242,-31.1572,28.5275,23.2986,30.5186,-11.605,16.8829,-12.6852,-6.84429,-1.19265,-18.5517,14.2737,4.27791,-12.6055,14.2538,19.0207,19.4286,-0.0176116,0.00999053,-0.0145037,-1.55231e-12,2.70561e-12,5.14448e-316,-11.605,16.8829,-12.6852,-6.84429,-1.19265,-162.046
0.0243,-32.5062,28.808,24.4538,30.5199,-11.607,16.8829,-12.6876,-6.84556,-1.18827,-18.7572,13.7677,4.9895,-13.749,15.0403,19.4643,19.4299,-0.016437,0.00827806,-0.0142003,-1.55061e-12,2.71064e-12,5.17307e-316,-11.607,16.8829,-12.6876,-6.84556,-1.18827,-163.831
0.0244,-33.809,29.0478,25.5745,30.521,-11.609,16.8828,-12.6899,-6.84665,-1.18393,-18.9361,13.242,5.69406,-14.873,15.8058,19.8805,19.431,-0.0152812,0.00667964,-0.013744,-1.54844e-12,2.71006e-12,1.9098e-312,-11.609,16.8828,-12.6899,-6.84665,-1.18393,-165.383
0.0245,-35.0638,29.2465,26.6592,30.5222,-11.611,16.8826,-12.6922,-6.84755,-1.17963,-19.088,12.6974,6.39059,-15.9759,16.5491,20.2686,19.4322,-0.0141449,0.00520707,-0.0131516,-1.55271e-12,2.71078e-12,8.11505e-316,-11.611,16.8826,-12.6922,-6.84755,-1.17963,-166.7
0.0246,-36.2688,29.4039,27.7063,30.5232,-11.613,16.8823,-12.6944,-6.84828,-1.17539,-19.2126,12.1346,7.07808,-17.0561,17.2693,20.6282,19.4332,-0.0130289,0.00387012,-0.0124408,-1.55333e-12,2.71011e-12,5.17308e-316,-11.613,16.8823,-12.6944,-6.84828,-1.17539,-167.78
0.0247,-37.4222,29.5196,28.7143,30.5241,-11.615,16.8819,-12.6966,-6.84884,-1.1712,-19.31,11.5544,7.75556,-18.1122,17.9652,20.9588,19.4341,-0.0119339,0.00267643,-0.0116299,-1.55353e-12,2.71208e-12,1.93102e-312,-11.615,16.8819,-12.6966,-6.84884,-1.1712,-168.621
0.0248,-38.5224,29.5937,29.6818,30.525,-11.617,16.8815,-12.6987,-6.84923,-1.16707,-19.3798,10.9577,8.42204,-19.1427,18.6359,21.2598,19.435,-0.0108606,0.00163154,-0.0107374,-1.55321e-12,2.71738e-12,5.16943e-316,-11.617,16.8815,-12.6987,-6.84923,-1.16707,-169.223
0.0249,-39.5679,29.6258,30.6074,30.5258,-11.619,16.8809,-12.7008,-6.84946,-1.16302,-19.4219,10.3454,9.07658,-20.146,19.2804,21.5308,19.4358,-0.0098096,0.000738926,-0.00978173,-1.55177e-12,2.71542e-12,5.17308e-316,-11.619,16.8809,-12.7008,-6.84946,-1.16302,-169.585
0.025,-40.5572,29.616,31.4898,30.5265,-11.621,16.8803,-12.7028,-6.84953,-1.15903,-19.4365,9.71823,9.71823,-21.1207,19.8978,21.7715,19.4365,-0.00878143,4.01123e-14,-0.00878143,-1.55135e-12,2.71407e-12,1.95224e-312,-11.621,16.8803,-12.7028,-6.84953,-1.15903,-169.706
0.0251,-41.4888,29.5644,32.3277,30.5271,-11.623,16.8796,-12.7047,-6.84946,-1.15512,-19.4233,9.0772,10.3461,-22.0656,20.4872,21.9816,19.4371,-0.0077766,-0.000585787,-0.00775451,-1.552e-12,2.71418e-12,7.14282e-316,-11.623,16.8796,-12.7047,-6.84946,-1.15512,-169.585
0.0252,-42.3615,29.4708,33.1199,30.5276,-11.6249,16.8788,-12.7066,-6.84924,-1.15129,-19.3824,8.42319,10.9592,-22.9791,21.0477,22.1606,19.4376,-0.00679564,-0.00102088,-0.00671852,-1.55352e-12,2.71819e-12,5.17309e-316,-11.6249,16.8788,-12.7066,-6.84924,-1.15129,-169.223
0.0253,-43.174,29.3356,33.8652,30.5281,-11.6269,16.878,-12.7084,-6.84889,-1.14754,-19.3139,7.75715,11.5568,-23.8601,21.5785,22.3085,19.4381,-0.00583891,-0.0013095,-0.00569017,-1.55163e-12,2.71919e-12,1.97346e-312,-11.6269,16.878,-12.7084,-6.84889,-1.14754,-168.621
0.0254,-43.9251,29.1589,34.5628,30.5285,-11.6288,16.8771,-12.7102,-6.8484,-1.14388,-19.2179,7.08003,12.1379,-24.7072,22.0789,22.4249,19.4385,-0.00490688,-0.00145755,-0.00468541,-1.54919e-12,2.71708e-12,7.14055e-316,-11.6288,16.8771,-12.7102,-6.8484,-1.14388,-167.78
0.0255,-44.6138,28.9409,35.2114,30.5288,-11.6307,16.8761,-12.7119,-6.84779,-1.14032,-19.0945,6.39279,12.7017,-25.5193,22.5481,22.5097,19.4388,-0.0039998,-0.00147243,-0.00371892,-1.5526e-12,2.71862e-12,3.11479e-316,-11.6307,16.8761,-12.7119,-6.84779,-1.14032,-166.7
0.0256,-45.2391,28.6819,35.8103,30.5291,-11.6325,16.8751,-12.7135,-6.84706,-1.13684,-18.9439,5.69642,13.2475,-26.2952,22.9855,22.5628,19.4391,-0.0031181,-0.00136297,-0.00280444,-1.55254e-12,2.72146e-12,1.99468e-312,-11.6325,16.8751,-12.7135,-6.84706,-1.13684,-165.383
0.0257,-45.8002,28.3823,36.3585,30.5293,-11.6344,16.8741,-12.715,-6.84622,-1.13346,-18.7664,4.99193,13.7744,-27.0338,23.3904,22.5841,19.4393,-0.00226192,-0.00113915,-0.00195412,-1.55549e-12,2.71939e-12,5.14822e-316,-11.6344,16.8741,-12.715,-6.84622,-1.13346,-163.831
0.0258,-46.2961,28.0426,36.8553,30.5295,-11.6362,16.873,-12.7165,-6.84526,-1.13018,-18.562,4.28031,14.2817,-27.734,23.7623,22.5736,19.4395,-0.00143162,-0.000812111,-0.00117898,-1.55613e-12,2.72008e-12,5.14994e-316,-11.6362,16.873,-12.7165,-6.84526,-1.13018,-162.046
0.0259,-46.7262,27.6631,37.2999,30.5295,-11.638,16.8719,-12.7178,-6.84421,-1.12699,-18.3313,3.56259,14.7687,-28.3949,24.1005,22.5312,19.4395,-0.000627243,-0.000393715,-0.000488285,-1.55293e-12,2.72355e-12,1.74004e-312,-11.638,16.8719,-12.7178,-6.84421,-1.12699,-160.031
0.026,-47.09,27.2445,37.6918,30.5296,-11.6398,16.8707,-12.7192,-6.84305,-1.12391,-18.0744,2.83979,15.2346,-29.0156,24.4047,22.4572,19.4396,0.000150881,0.000103285,0.000109988,-1.55119e-12,2.72194e-12,5.14823e-316,-11.6398,16.8707,-12.7192,-6.84305,-1.12391,-157.788
0.0261,-47.3868,26.7873,38.0303,30.5295,-11.6415,16.8695,-12.7204,-6.84181,-1.12093,-17.7918,2.11295,15.6789,-29.595,24.6743,22.3515,19.4395,0.00090281,0.000665834,0.000609697,-1.55217e-12,2.71999e-12,5.14995e-316,-11.6415,16.8695,-12.7204,-6.84181,-1.12093,-155.322
0.0262,-47.6163,26.2922,38.3151,30.5294,-11.6432,16.8683,-12.7216,-6.84048,-1.11806,-17.4839,1.3831,16.1008,-30.1324,24.9091,22.2142,19.4394,0.00162827,0.00128029,0.00100604,-1.54968e-12,2.72288e-12,1.76126e-312,-11.6432,16.8683,-12.7216,-6.84048,-1.11806,-152.634
0.0263,-47.7781,25.7598,38.5455,30.5293,-11.6449,16.867,-12.7227,-6.83907,-1.11529,-17.1511,0.651294,16.4998,-30.627,25.1085,22.0457,19.4393,0.00232741,0.00193314,0.00129608,-1.55036e-12,2.72204e-12,5.17863e-316,-11.6449,16.867,-12.7227,-6.83907,-1.11529,-149.73
0.0264,-47.8721,25.191,38.7215,30.5291,-11.6465,16.8657,-12.7237,-6.83758,-1.11263,-16.7939,-0.0814259,16.8753,-31.0782,25.2724,21.8462,19.4391,0.003,0.00261055,0.00147818,-1.54989e-12,2.72608e-12,3.11479e-316,-11.6465,16.8657,-12.7237,-6.83758,-1.11263,-146.613
0.0265,-47.898,24.5865,38.8426,30.5288,-11.6481,16.8644,-12.7247,-6.83603,-1.11008,-16.4127,-0.814013,17.2267,-31.4852,25.4005,21.6158,19.4388,0.00364625,0.00329923,0.0015525,-1.5507e-12,2.72373e-12,2.0159e-312,-11.6481,16.8644,-12.7247,-6.83603,-1.11008,-143.287
0.0266,-47.8558,23.9472,38.9087,30.5285,-11.6497,16.8631,-12.7256,-6.83441,-1.10763,-16.0082,-1.54542,17.5537,-31.8475,25.4926,21.355,19.4385,0.00426601,0.00398585,0.00152046,-1.55277e-12,2.72473e-12,6.13261e-316,-11.6497,16.8631,-12.7256,-6.83441,-1.10763,-139.758
0.0267,-47.7456,23.274,38.9197,30.5282,-11.6512,16.8618,-12.7264,-6.83273,-1.10529,-15.581,-2.2746,17.8556,-32.1646,25.5486,21.0641,19.4382,0.00485954,0.00465798,0.00138506,-1.5504e-12,2.72455e-12,3.1148e-316,-11.6512,16.8618,-12.7264,-6.83273,-1.10529,-136.03
0.0268,-47.5676,22.5679,38.8757,30.5278,-11.6527,16.8604,-12.7271,-6.831,-1.10306,-15.1316,-3.00052,18.1321,-32.436,25.5684,20.7435,19.4378,0.00542675,0.00530339,0.00115051,-1.55071e-12,2.72553e-12,2.03712e-312,-11.6527,16.8604,-12.7271,-6.831,-1.10306,-132.109
0.0269,-47.322,21.8297,38.7765,30.5274,-11.6541,16.8591,-12.7278,-6.82923,-1.10093,-14.6606,-3.72214,18.3828,-32.6613,25.5519,20.3937,19.4374,0.00596796,0.00591103,0.000822327,-1.54843e-12,2.72491e-12,5.1453e-316,-11.6541,16.8591,-12.7278,-6.82923,-1.10093,-128.001
0.027,-47.0091,21.0607,38.6225,30.5269,-11.6555,16.8577,-12.7284,-6.8274,-1.09892,-14.1689,-4.43843,18.6073,-32.8402,25.4992,20.0152,19.4369,0.00648313,0.00647034,0.000407079,-1.55357e-12,2.72588e-12,3.1148e-316,-11.6555,16.8577,-12.7284,-6.8274,-1.09892,-123.71
0.0271,-46.6295,20.2619,38.4138,30.5264,-11.6569,16.8564,-12.7289,-6.82554,-1.09701,-13.657,-5.14836,18.8053,-32.9725,25.4103,19.6084,19.4364,0.00697263,0.00697208,-8.76183e-05,-1.54892e-12,2.72615e-12,2.05834e-312,-11.6569,16.8564,-12.7289,-6.82554,-1.09701,-119.244
0.0272,-46.1835,19.4344,38.1506,30.5258,-11.6582,16.855,-12.7294,-6.82365,-1.09521,-13.1257,-5.85094,18.9766,-33.0579,25.2853,19.1741,19.4358,0.00743649,0.00740773,-0.000653304,-1.5448e-12,2.72659e-12,5.14823e-316,-11.6582,16.855,-12.7294,-6.82365,-1.09521,-114.608
0.0273,-45.672,18.5794,37.8335,30.5253,-11.6595,16.8537,-12.7298,-6.82172,-1.09351,-12.5757,-6.54514,19.1208,-33.0963,25.1245,18.7127,19.4353,0.00787509,0.00777024,-0.00128078,-1.55253e-12,2.72856e-12,5.14995e-316,-11.6595,16.8537,-12.7298,-6.82172,-1.09351,-109.809
0.0274,-45.0955,17.6981,37.4628,30.5246,-11.6607,16.8523,-12.7302,-6.81977,-1.09192,-12.0079,-7.23,19.2379,-33.0876,24.928,18.2249,19.4346,0.00828854,0.00805341,-0.00196023,-1.548e-12,2.72358e-12,1.78248e-312,-11.6607,16.8523,-12.7302,-6.81977,-1.09192,-104.854
0.0275,-44.455,16.7917,37.039,30.524,-11.6619,16.851,-12.7305,-6.8178,-1.09043,-11.423,-7.90452,19.3275,-33.0319,24.6962,17.7114,19.434,0.00867725,0.00825255,-0.00268142,-1.54903e-12,2.72582e-12,8.11809e-316,-11.6619,16.851,-12.7305,-6.8178,-1.09043,-99.7505
0.0276,-43.7513,15.8616,36.5627,30.5233,-11.6631,16.8497,-12.7307,-6.81581,-1.08904,-10.8219,-8.56775,19.3897,-32.9293,24.4293,17.173,19.4333,0.0090414,0.00836399,-0.00343374,-1.54863e-12,2.72717e-12,3.11481e-316,-11.6631,16.8497,-12.7307,-6.81581,-1.08904,-94.5049
0.0277,-42.9854,14.909,36.0347,30.5226,-11.6642,16.8484,-12.7309,-6.81381,-1.08775,-10.2055,-9.21876,19.4243,-32.7798,24.1278,16.6104,19.4326,0.00938139,0.00838547,-0.00420646,-1.54852e-12,2.72513e-12,2.07956e-312,-11.6642,16.8484,-12.7309,-6.81381,-1.08775,-89.1251
0.0278,-42.1584,13.9353,35.4556,30.5219,-11.6653,16.8471,-12.731,-6.8118,-1.08656,-9.57464,-9.8566,19.4312,-32.5838,23.7919,16.0244,19.4319,0.0096975,0.00831586,-0.00498878,-1.54676e-12,2.72513e-12,5.14496e-316,-11.6653,16.8471,-12.731,-6.8118,-1.08656,-83.6186
0.0279,-41.2715,12.942,34.8263,30.5212,-11.6663,16.8458,-12.731,-6.80979,-1.08547,-8.93018,-10.4804,19.4106,-32.3413,23.4224,15.4158,19.4312,0.0099901,0.00815531,-0.00577001,-1.54811e-12,2.72574e-12,3.11482e-316,-11.6663,16.8458,-12.731,-6.80979,-1.08547,-77.9933
0.028,-40.326,11.9303,34.1477,30.5204,-11.6673,16.8445,-12.731,-6.80777,-1.08447,-8.27307,-11.0892,19.3623,-32.0529,23.0195,14.7854,19.4304,0.0102596,0.00790514,-0.0065397,-1.54849e-12,2.72788e-12,2.10078e-312,-11.6673,16.8445,-12.731,-6.80777,-1.08447,-72.2571
0.0281,-39.3231,10.9018,33.4207,30.5196,-11.6683,16.8433,-12.731,-6.80576,-1.08357,-7.60424,-11.6822,19.2865,-31.7189,22.584,14.1343,19.4296,0.0105063,0.00756776,-0.00728771,-1.5478e-12,2.72496e-12,5.14462e-316,-11.6683,16.8433,-12.731,-6.80576,-1.08357,-66.4183
0.0282,-38.2644,9.85787,32.6464,30.5188,-11.6692,16.8421,-12.7309,-6.80375,-1.08276,-6.92466,-12.2586,19.1832,-31.3398,22.1164,13.4632,19.4288,0.0107307,0.00714675,-0.00800444,-1.54863e-12,2.72624e-12,3.11482e-316,-11.6692,16.8421,-12.7309,-6.80375,-1.08276,-60.4851
0.0283,-37.1513,8.80001,31.8258,30.518,-11.67,16.8409,-12.7308,-6.80176,-1.08204,-6.2353,-12.8174,19.0527,-30.916,21.6174,12.7731,19.428,0.0109331,0.00664654,-0.00868074,-1.55065e-12,2.72928e-12,2.122e-312,-11.67,16.8409,-12.7308,-6.80176,-1.08204,-54.4659
0.0284,-35.9854,7.72974,30.9602,30.5172,-11.6709,16.8398,-12.7306,-6.79977,-1.08141,-5.53712,-13.358,18.8951,-30.4483,21.0878,12.0651,19.4272,0.011114,0.00607264,-0.00930831,-1.5464e-12,2.72896e-12,5.14823e-316,-11.6709,16.8398,-12.7306,-6.79977,-1.08141,-48.3694
0.0285,-34.7684,6.64856,30.0507,30.5163,-11.6716,16.8387,-12.7303,-6.7978,-1.08087,-4.83113,-13.8796,18.7107,-29.9373,20.5281,11.34,19.4263,0.0112738,0.00543122,-0.00987935,-1.54695e-12,2.72668e-12,5.14996e-316,-11.6716,16.8387,-12.7303,-6.7978,-1.08087,-42.2041
0.0286,-33.502,5.55802,29.0987,30.5155,-11.6724,16.8376,-12.7301,-6.79585,-1.0804,-4.11834,-14.3814,18.4997,-29.3836,19.9394,10.599,19.4255,0.0114132,0.00472934,-0.0103872,-1.54554e-12,2.7281e-12,1.8037e-312,-11.6724,16.8376,-12.7301,-6.79585,-1.0804,-35.9788
0.0287,-32.1879,4.45966,28.1055,30.5146,-11.6731,16.8365,-12.7297,-6.79392,-1.08002,-3.39976,-14.8627,18.2624,-28.7882,19.3223,9.84307,19.4246,0.0115322,0.0039745,-0.0108257,-1.54663e-12,2.72726e-12,5.09909e-316,-11.6731,16.8365,-12.7297,-6.79392,-1.08002,-29.7024
0.0288,-30.8282,3.35503,27.0725,30.5137,-11.6737,16.8355,-12.7294,-6.79201,-1.07972,-2.6764,-15.3228,17.9992,-28.1517,18.6778,9.07327,19.4237,0.0116318,0.00317492,-0.0111901,-1.54535e-12,2.72749e-12,3.11483e-316,-11.6737,16.8355,-12.7294,-6.79201,-1.07972,-23.3838
0.0289,-29.4246,2.24572,26.0011,30.5129,-11.6743,16.8345,-12.729,-6.79013,-1.07949,-1.94931,-15.7611,17.7104,-27.4752,18.0068,8.2907,19.4229,0.011712,0.002339,-0.0114761,-1.54587e-12,2.72923e-12,2.14322e-312,-11.6743,16.8345,-12.729,-6.79013,-1.07949,-17.0319
0.029,-27.9792,1.13328,24.893,30.512,-11.6749,16.8335,-12.7286,-6.78827,-1.07934,-1.21952,-16.177,17.3965,-26.7596,17.3103,7.49646,19.422,0.0117737,0.00147564,-0.0116809,-1.54786e-12,2.72786e-12,7.11334e-316,-11.6749,16.8335,-12.7286,-6.78827,-1.07934,-10.6559
0.0291,-26.494,0.0193075,23.7496,30.5111,-11.6755,16.8326,-12.7281,-6.78645,-1.07926,-0.488054,-16.5698,17.0579,-26.0059,16.5891,6.69169,19.4211,0.0118171,0.000593742,-0.0118022,-1.54226e-12,2.7273e-12,3.11483e-316,-11.6755,16.8326,-12.7281,-6.78645,-1.07926,-4.26472
0.0292,-24.9712,-1.09462,22.5725,30.5102,-11.676,16.8317,-12.7276,-6.78466,-1.07925,0.244035,-16.9391,16.695,-25.2152,15.8444,5.8775,19.4202,0.0118429,-0.000297614,-0.0118392,-1.54283e-12,2.72677e-12,2.16444e-312,-11.676,16.8317,-12.7276,-6.78466,-1.07925,2.13253
0.0293,-23.4129,-2.20693,21.3636,30.5093,-11.6764,16.8308,-12.7271,-6.7829,-1.07931,0.975709,-17.2842,16.3085,-24.3886,15.0773,5.05507,19.4193,0.0118516,-0.00118944,-0.0117917,-1.54567e-12,2.72669e-12,5.14823e-316,-11.6764,16.8308,-12.7271,-6.7829,-1.07931,8.52674
0.0294,-21.8213,-3.31604,20.1244,30.5084,-11.6768,16.83,-12.7266,-6.78118,-1.07942,1.70593,-17.6048,15.8988,-23.5272,14.2887,4.22554,19.4184,0.0118436,-0.00207291,-0.0116608,-1.54595e-12,2.728e-12,5.14996e-316,-11.6768,16.83,-12.7266,-6.78118,-1.07942,14.9088
0.0295,-20.1987,-4.42036,18.8567,30.5075,-11.6772,16.8292,-12.726,-6.7795,-1.0796,2.43366,-17.9003,15.4666,-22.6324,13.4799,3.3901,19.4175,0.0118196,-0.0029394,-0.0114482,-1.54413e-12,2.7268e-12,2.14322e-312,-11.6772,16.8292,-12.726,-6.7795,-1.0796,21.2698
0.0296,-18.5474,-5.51834,17.5624,30.5066,-11.6776,16.8284,-12.7254,-6.77785,-1.07984,3.15786,-18.1703,15.0125,-21.7053,12.652,2.54992,19.4166,0.01178,-0.00378071,-0.0111568,-1.54723e-12,2.72748e-12,5.14454e-316,-11.6776,16.8284,-12.7254,-6.77785,-1.07984,27.6004
0.0297,-16.8698,-6.60842,16.2432,30.5057,-11.6779,16.8277,-12.7248,-6.77625,-1.08014,3.87752,-18.4146,14.537,-20.7473,11.8061,1.7062,19.4157,0.0117253,-0.00458899,-0.01079,-1.54648e-12,2.72874e-12,3.11484e-316,-11.6779,16.8277,-12.7248,-6.77625,-1.08014,33.8919
0.0298,-15.1682,-7.68905,14.9011,30.5049,-11.6782,16.827,-12.7242,-6.77469,-1.08049,4.59159,-18.6326,14.041,-19.7598,10.9435,0.860127,19.4149,0.0116563,-0.00535699,-0.0103524,-1.54468e-12,2.72585e-12,2.18566e-312,-11.6782,16.827,-12.7242,-6.77469,-1.08049,40.1352
0.0299,-13.445,-8.75869,13.5379,30.504,-11.6784,16.8264,-12.7235,-6.77317,-1.08089,5.29908,-18.8241,13.525,-18.7441,10.0654,0.0129029,19.414,0.0115732,-0.00607796,-0.00984874,-1.5467e-12,2.72723e-12,5.17871e-316,-11.6784,16.8264,-12.7235,-6.77317,-1.08089,46.3215
0.03,-11.7028,-9.81582,12.1556,30.5031,-11.6786,16.8258,-12.7229,-6.7717,-1.08134,5.99898,-18.9889,12.9899,-17.7017,9.17306,-0.834274,19.4131,0.0114768,-0.0067459,-0.00928494,-1.54332e-12,2.7241e-12,3.11484e-316,-11.6786,16.8258,-12.7229,-6.7717,-1.08134,52.4419
0.0301,-9.94385,-10.859,10.7562,30.5022,-11.6788,16.8252,-12.7222,-6.77027,-1.08183,6.69029,-19.1267,12.4364,-16.6341,8.26772,-1.6802,19.4122,0.0113675,-0.00735542,-0.00866708,-1.54573e-12,2.72912e-12,2.20688e-312,-11.6788,16.8252,-12.7222,-6.77027,-1.08183,58.4878
0.0302,-8.17081,-11.8866,9.34155,30.5014,-11.6789,16.8247,-12.7215,-6.76888,-1.08237,7.37204,-19.2373,11.8652,-15.5429,7.35068,-2.52369,19.4114,0.0112459,-0.00790196,-0.00800189,-1.54254e-12,2.72632e-12,5.15255e-316,-11.6789,16.8247,-12.7215,-6.76888,-1.08237,64.4506
0.0303,-6.38617,-12.8973,7.91375,30.5006,-11.6791,16.8242,-12.7208,-6.76755,-1.08295,8.04326,-19.3205,11.2773,-14.4294,6.42325,-3.36353,19.4106,0.0111126,-0.00838168,-0.00729637,-1.54698e-12,2.73098e-12,5.14997e-316,-11.6791,16.8242,-12.7208,-6.76755,-1.08295,70.3219
0.0304,-4.59244,-13.8896,6.47483,30.4997,-11.6791,16.8237,-12.7201,-6.76626,-1.08356,8.70299,-19.3764,10.6734,-13.2954,5.48675,-4.19854,19.4097,0.010968,-0.0087916,-0.00655784,-1.54479e-12,2.72781e-12,1.6976e-312,-11.6791,16.8237,-12.7201,-6.76626,-1.08356,76.0932
0.0305,-2.7922,-14.8621,5.02681,30.4989,-11.6792,16.8233,-12.7194,-6.76502,-1.08421,9.35031,-19.4046,10.0543,-12.1425,4.54251,-5.02753,19.4089,0.0108128,-0.00912952,-0.00579377,-1.54404e-12,2.72999e-12,5.15255e-316,-11.6792,16.8233,-12.7194,-6.76502,-1.08421,81.7563
0.0306,-0.987982,-15.8135,3.57175,30.4981,-11.6792,16.8229,-12.7187,-6.76382,-1.0849,9.98429,-19.4054,9.42108,-10.9723,3.59188,-5.84933,19.4081,0.0106474,-0.00939408,-0.00501176,-1.54347e-12,2.72952e-12,5.14997e-316,-11.6792,16.8229,-12.7187,-6.76382,-1.0849,87.3033
0.0307,0.817637,-16.7423,2.11172,30.4973,-11.6792,16.8226,-12.718,-6.76268,-1.08562,10.604,-19.3785,8.77449,-9.7864,2.6362,-6.66277,19.4073,0.0104724,-0.00958473,-0.00421938,-1.54556e-12,2.72769e-12,1.71882e-312,-11.6792,16.8226,-12.718,-6.76268,-1.08562,92.7262
0.0308,2.62209,-17.6473,0.648796,30.4965,-11.6792,16.8223,-12.7173,-6.76158,-1.08636,11.2087,-19.3242,8.1155,-8.58658,1.67685,-7.4667,19.4065,0.0102883,-0.00970174,-0.00342414,-1.54057e-12,2.72633e-12,5.14481e-316,-11.6792,16.8223,-12.7173,-6.76158,-1.08636,98.0173
0.0309,4.42282,-18.5272,-0.81495,30.4957,-11.6791,16.822,-12.7165,-6.76053,-1.08713,11.7973,-19.2424,7.44503,-7.37451,0.715176,-8.25998,19.4057,0.0100956,-0.00974613,-0.00263336,-1.54055e-12,2.72623e-12,3.11485e-316,-11.6791,16.822,-12.7165,-6.76053,-1.08713,103.169
0.031,6.21727,-19.3807,-2.27744,30.495,-11.6791,16.8217,-12.7158,-6.75953,-1.08793,12.3692,-19.1332,6.76404,-6.15193,-0.247443,-9.04147,19.405,0.00989495,-0.00971969,-0.00185413,-1.54373e-12,2.72489e-12,2.2281e-312,-11.6791,16.8217,-12.7158,-6.75953,-1.08793,108.174
0.0311,8.00288,-20.2066,-3.73659,30.4942,-11.679,16.8215,-12.7151,-6.75858,-1.08875,12.9235,-18.997,6.07349,-4.92058,-1.20964,-9.81008,19.4042,0.00968677,-0.00962489,-0.00109321,-1.54408e-12,2.72727e-12,5.15021e-316,-11.679,16.8215,-12.7151,-6.75858,-1.08875,113.026
0.0312,9.77712,-21.0037,-5.19034,30.4935,-11.6788,16.8213,-12.7144,-6.75768,-1.08958,13.4593,-18.8337,5.37437,-3.6822,-2.17005,-10.5647,19.4035,0.00947159,-0.00946486,-0.000356986,-1.53918e-12,2.72596e-12,5.15178e-316,-11.6788,16.8213,-12.7144,-6.75768,-1.08958,117.717
0.0313,11.5375,-21.771,-6.63662,30.4928,-11.6787,16.8212,-12.7137,-6.75682,-1.09044,13.976,-18.6437,4.66768,-2.43856,-3.1273,-11.3043,19.4028,0.00924992,-0.00924334,0.000348631,-1.53984e-12,2.72494e-12,1.4854e-313,-11.6787,16.8212,-12.7137,-6.75682,-1.09044,122.24
0.0314,13.2814,-22.5073,-8.07337,30.4921,-11.6785,16.8211,-12.713,-6.75602,-1.09131,14.4728,-18.4272,3.9544,-1.19144,-4.08003,-12.0278,19.4021,0.00902225,-0.00896461,0.00101822,-1.54155e-12,2.72673e-12,7.14057e-316,-11.6785,16.8211,-12.713,-6.75602,-1.09131,126.59
